sentence,stance_type,cue,start,end,section,page
"Throughout·{2839}them,·we·can·have·{3276}[BACK 9]have ·{2824}strength I mean via them [literature works] we can have the power to overcome adversities.",self_mention,we,28,29,,
I checked with Lạc Việt dictionary.,self_mention,i,0,1,,
"In the previous semesters, when I learned writing, this throughout means via someone or something.",self_mention,i,6,7,,
"When I checked the Vietnamese English dictionary in Lạc Việt, it means thông qua, so I used throughout.",self_mention,i,1,2,,
"When I checked the Vietnamese English dictionary in Lạc Việt, it means thông qua, so I used throughout.",self_mention,i,17,18,,
Example 135. it·is·hard·tp·[BACK 2]o·higher·{3869}enthusisa[BACK]{2277}ism ·with·po[BACK] eople I used it as a verb.,self_mention,i,24,25,,
"High means high up, means enhancing, means that it makes our sympathy to the characters in the work increase.",self_mention,our,12,13,,
"Twenty-eight minutes into her composition, Oanh spent a pause of 4.976s to remember the correct preposition after spend time: Many·people·{14087} think·that·{2855}i{2574}t·is·waste·time·to·spend·time ·{4976} in·reading·{4399}literature·wors[BACK]ks{4539}.· In was carried over in the next usage of the same construction six minutes later, this time with no pause: it·waste· ti[BACK 3]s·time·when·we·spend·time[BACK 4]our·time·in·shopping ·or·{7332}other·{2433}entertainment·forms It could be that learners had knowledge of the target language, but the pressure of the task and the demands of the composing process interfered with the activation of this knowledge.",hedging,could,95,96,,
degree in English Language and could be expected to have adequately mastered subject-verb agreement.,hedging,could,5,6,,
"Regarding the non- paused units, if the participants did not pause because their attentional resources had been allocated to another point, the target items may get noticed and be improved when a revising cycle is invested in the composing process.",hedging,may,26,27,,
"In contrast, if non-pausing is synonymous with automatized processing, the non-paused inter-MUs are likely to have become fossilized areas which are difficult to amend.",hedging,likely,15,16,,
Yates Chi Squared shows that inter-MUs come more often with metaphoric thinking than conventional MUs (χ2 = 5.44; p = 0.02).,boosting,shows,3,4,,
"When I wrote this I imagined watering the trees, like literature, when we read, we can receive the interesting things in it, and we can develop our personality.",self_mention,i,1,2,,
"When I wrote this I imagined watering the trees, like literature, when we read, we can receive the interesting things in it, and we can develop our personality.",self_mention,i,4,5,,
"When I wrote this I imagined watering the trees, like literature, when we read, we can receive the interesting things in it, and we can develop our personality.",self_mention,we,14,15,,
"When I wrote this I imagined watering the trees, like literature, when we read, we can receive the interesting things in it, and we can develop our personality.",self_mention,we,17,18,,
"When I wrote this I imagined watering the trees, like literature, when we read, we can receive the interesting things in it, and we can develop our personality.",self_mention,we,27,28,,
"When I wrote this I imagined watering the trees, like literature, when we read, we can receive the interesting things in it, and we can develop our personality.",self_mention,our,30,31,,
·{4555}obsorbing ·in·the·world·of·{3510}[BACK 13]m[BACK]sweet ·med[BACK]lody·of·a·poem.· We normally use absorb as in trees absorbing nutrients.,self_mention,we,23,24,,
Here [I want to talk about] literature appreciation.,self_mention,i,2,3,,
"{2106}meet·many·{6583}works·with·{7519}manys[BACK]·stories, ·p{6006}oems I meant approach the works, approach the poems or proses.",self_mention,i,22,23,,
Considerations of words and word senses appeared in 51.64% of the inter-MUs.,hedging,appeared,6,7,,
"{3198}·{8565}succe{3167}[BACK 2]e [BACK]{2230}eed[BACK 3]ceed ·{2590}[BACK 8]the·a[BACK]fail·is·the·mother·of{3526}·th[BACK 2]{6848}{2918}·succeed I was not sure whether I should use the expressions I know, I was in two minds.",self_mention,i,56,57,,
"{3198}·{8565}succe{3167}[BACK 2]e [BACK]{2230}eed[BACK 3]ceed ·{2590}[BACK 8]the·a[BACK]fail·is·the·mother·of{3526}·th[BACK 2]{6848}{2918}·succeed I was not sure whether I should use the expressions I know, I was in two minds.",self_mention,i,61,62,,
"{3198}·{8565}succe{3167}[BACK 2]e [BACK]{2230}eed[BACK 3]ceed ·{2590}[BACK 8]the·a[BACK]fail·is·the·mother·of{3526}·th[BACK 2]{6848}{2918}·succeed I was not sure whether I should use the expressions I know, I was in two minds.",self_mention,i,66,67,,
"{3198}·{8565}succe{3167}[BACK 2]e [BACK]{2230}eed[BACK 3]ceed ·{2590}[BACK 8]the·a[BACK]fail·is·the·mother·of{3526}·th[BACK 2]{6848}{2918}·succeed I was not sure whether I should use the expressions I know, I was in two minds.",self_mention,i,69,70,,
"My idioms, I usually don’t pay attention to idioms [when learning] so I was thinking whether I could interpret the idioms according to the literal meaning as I understand them or whether I had to use them as they are.",self_mention,my,0,1,,
"My idioms, I usually don’t pay attention to idioms [when learning] so I was thinking whether I could interpret the idioms according to the literal meaning as I understand them or whether I had to use them as they are.",self_mention,i,3,4,,
"My idioms, I usually don’t pay attention to idioms [when learning] so I was thinking whether I could interpret the idioms according to the literal meaning as I understand them or whether I had to use them as they are.",self_mention,i,17,18,,
"My idioms, I usually don’t pay attention to idioms [when learning] so I was thinking whether I could interpret the idioms according to the literal meaning as I understand them or whether I had to use them as they are.",self_mention,i,21,22,,
"My idioms, I usually don’t pay attention to idioms [when learning] so I was thinking whether I could interpret the idioms according to the literal meaning as I understand them or whether I had to use them as they are.",hedging,could,22,23,,
"My idioms, I usually don’t pay attention to idioms [when learning] so I was thinking whether I could interpret the idioms according to the literal meaning as I understand them or whether I had to use them as they are.",self_mention,i,32,33,,
"My idioms, I usually don’t pay attention to idioms [when learning] so I was thinking whether I could interpret the idioms according to the literal meaning as I understand them or whether I had to use them as they are.",self_mention,i,37,38,,
"Finally I had this idea that if I used I remember that before its content, then I could express the content without having to remember the whole [original] saying.",self_mention,i,1,2,,
"Finally I had this idea that if I used I remember that before its content, then I could express the content without having to remember the whole [original] saying.",self_mention,i,7,8,,
"Finally I had this idea that if I used I remember that before its content, then I could express the content without having to remember the whole [original] saying.",self_mention,i,9,10,,
"Finally I had this idea that if I used I remember that before its content, then I could express the content without having to remember the whole [original] saying.",self_mention,i,17,18,,
